state_id,county,policy_level,date,policy_type,start_stop
CO,Broomfield County,county,3/26/20,Shelter in Place,start
NC,,state,6/26/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
KS,,state,3/30/20,Entertainment,start
WV,Monongalia,county,8/12/20,Food and Drink,start
TX,Hutchinson,county,7/3/20,Mask Requirement,start
MO,Clark County,county,4/6/20,Shelter in Place,start
KS,Doniphan County,county,3/26/20,Shelter in Place,start
ND,McLean,county,9/3/20,Non-Essential Businesses,start
CO,La Plata,county,9/25/20,Houses of Worship,start
SC,,state,3/15/20,Allow Expand Medicaid Telehealth Coverage,start
CA,Marin County,county,3/17/20,Shelter in Place,start
PA,,state,3/28/20,Shelter in Place,start
CA,,state,5/5/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
IN,,state,3/16/20,Suspended Elective Medical Dental Procedures,start
NY,,state,3/20/20,Suspended Elective Medical Dental Procedures,start
RI,,state,3/13/20,Nursing Homes,start
MS,Harrison,county,7/13/20,Childcare (K-12),start
MS,Jackson,county,7/13/20,Non-Essential Businesses,start
KS,Sedgwick County,county,3/25/20,Shelter in Place,start
HI,,state,1899-12-30,Mandate Face Mask Use By All Individuals In Public Spaces,start
NE,Lancaster,county,9/14/20,Non-Essential Businesses,start
MO,Pulaski County,county,4/2/20,Shelter in Place,start
FL,Miami-Dade County,county,3/30/20,Shelter in Place,start
KS,Geary County,county,3/28/20,Shelter in Place,start
NE,Wayne,county,4/3/20,Shelter in Place,start
MS,DeSoto,county,7/13/20,Non-Essential Businesses,start
MO,Harrison County,county,3/30/20,Shelter in Place,start
AL,,state,3/19/20,Childcare (K-12),start
CA,,state,3/20/20,Reopened ACA Enrollment Using a Special Enrollment Period,start
KY,,state,3/18/20,Allow Audio Only Telehealth,start
CO,Larimer County,county,3/26/20,Shelter in Place,start
DE,,state,3/16/20,Food and Drink,start
ME,,state,3/20/20,Allow Audio Only Telehealth,start
IL,,state,3/23/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
PA,Beaver,county,6/12/20,Phase 2,start
FL,Palm Beach,county,5/11/20,Personal Care,start
FL,Leon County,county,3/25/20,Shelter in Place,start
NE,Thomas,county,4/1/20,Shelter in Place,start
OH,,state,3/15/20,Food and Drink,start
NE,Perkins,county,4/3/20,Shelter in Place,start
TX,,state,3/23/20,Childcare (K-12),start
MS,Quitman,county,7/13/20,Houses of Worship,start
PA,Westmoreland County,county,3/27/20,Shelter in Place,start
AL,,state,3/16/20,Allow Expand Medicaid Telehealth Coverage,start
VT,,state,3/17/20,Food and Drink,start
DC,,state,3/12/20,Allow Expand Medicaid Telehealth Coverage,start
IL,Cook,county,3/21/20,Phase 1,start
MI,Emmet,county,7/31/20,Entertainment,start
ME,Cumberland,county,6/17/20,Outdoor and Recreation,start
MO,Bates County,county,3/30/20,Shelter in Place,start
WA,,state,4/17/20,Order Freezing Utility Shut Offs,start
ND,Griggs,county,9/3/20,Phase 5,start
CO,La Plata,county,9/25/20,Non-Essential Businesses,start
MA,,state,5/18/20,Resumed Elective Medical Procedures,start
SD,,state,3/24/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
IL,LaSalle,county,6/26/20,Childcare (K-12),start
TX,,state,3/13/20,State of Emergency,start
NH,,state,3/28/20,Non-Essential Businesses,start
NC,,state,3/30/20,Non-Essential Businesses,start
WY,,state,3/19/20,Food and Drink,start
TN,,state,3/23/20,Food and Drink,start
NV,,state,4/1/20,Shelter in Place,start
HI,,state,4/15/20,Allow Audio Only Telehealth,start
MO,Jackson,county,5/11/20,Personal Care,start
ID,,state,3/25/20,Food and Drink,start
NE,,state,5/4/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
CO,,state,3/11/20,State of Emergency,start
NY,,state,3/13/20,Nursing Homes,start
ME,York,county,7/8/20,Mask Requirement,start
ND,Mercer,county,9/3/20,Outdoor and Recreation,start
HI,,state,3/4/20,State of Emergency,start
GA,,state,4/3/20,Gyms,start
WV,,state,4/1/20,Suspended Elective Medical Dental Procedures,start
ID,Bear Lake,county,6/13/20,Food and Drink,start
PA,Schuylkill County,county,3/30/20,Shelter in Place,start
OR,Clackamas,county,5/23/20,Outdoor and Recreation,start
NE,Madison,county,3/29/20,Shelter in Place,start
WA,,state,4/29/20,Resumed Elective Medical Procedures,start
ME,Waldo,county,5/18/20,Outdoor and Recreation,start
MS,,state,4/24/20,Resumed Elective Medical Procedures,start
NJ,,state,3/18/20,Childcare (K-12),start
IA,Linn,county,8/27/20,Food and Drink,start
FL,Broward,county,5/18/20,Non-Essential Businesses,start
ND,Griggs,county,9/3/20,Food and Drink,start
NE,Scotts Bluff,county,3/30/20,Shelter in Place,start
MS,Washington,county,7/13/20,Manufacturing,start
MS,Madison,county,7/13/20,Non-Essential Businesses,start
TX,Montgomery County,county,3/27/20,Shelter in Place,start
AZ,,state,3/30/20,Non-Essential Businesses,start
ND,,state,3/20/20,Food and Drink,start
TX,Denton,county,4/27/20,New Phase,start
TX,Gregg County,county,3/26/20,Shelter in Place,start
RI,,state,3/28/20,Shelter in Place,start
WV,,state,7/7/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
NY,,state,4/17/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
LA,,state,3/17/20,Gyms,start
TX,Terrell,county,7/3/20,Mask Requirement,start
MO,Jackson,county,5/11/20,Non-Essential Businesses,start
NY,New York,county,6/8/20,Construction,start
ID,Bear Lake,county,6/13/20,Houses of Worship,start
CA,San Diego County,county,3/29/20,Shelter in Place,start
TX,Real,county,7/3/20,Mask Requirement,start
OK,,state,3/17/20,Childcare (K-12),start
TX,Schleicher,county,7/3/20,Mask Requirement,start
ND,Pierce,county,9/3/20,Outdoor and Recreation,start
TX,Williamson County,county,3/24/20,Shelter in Place,start
CA,Mendocino County,county,3/18/20,Shelter in Place,start
TX,Jasper County,county,3/28/20,Shelter in Place,start
MS,,state,3/24/20,Entertainment,start
ND,,state,4/28/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
TX,Bexar,county,5/19/20,Shelter in Place,start
PA,,state,4/27/20,Resumed Elective Medical Procedures,start
MO,Crawford County,county,4/1/20,Shelter in Place,start
SC,,state,4/1/20,Entertainment,start
TX,Briscoe,county,7/3/20,Mask Requirement,start
MS,Harrison,county,7/13/20,Houses of Worship,start
TX,Upton,county,7/3/20,Mask Requirement,start
UT,Carbon,county,9/11/20,Phase 4,start
IL,,state,3/21/20,Gyms,start
NE,Douglas,county,3/18/20,Shelter in Place,start
WV,,state,3/24/20,Entertainment,start
UT,,state,3/6/20,State of Emergency,start
OH,Scioto,county,7/23/20,Public Health Advisory System,start
MS,DeSoto,county,7/13/20,Day Care,start
MI,Ontonagon,county,7/31/20,Outdoor and Recreation,start
NE,Keith,county,4/3/20,Shelter in Place,start
NH,,state,3/17/20,Allow Expand Medicaid Telehealth Coverage,start
MO,Jackson,county,5/11/20,Non-Essential Businesses,start
MO,,state,4/6/20,Nursing Homes,start
ND,Walsh,county,9/3/20,Outdoor and Recreation,start
CO,,state,3/20/20,Reopened ACA Enrollment Using a Special Enrollment Period,start
TX,Glasscock,county,7/3/20,Mask Requirement,start
ID,Bear Lake,county,6/13/20,Mask Requirement,start
FL,St. Lucie County,county,4/4/20,Shelter in Place,start
PA,Somerset County,county,3/31/20,Shelter in Place,start
OH,,state,3/9/20,State of Emergency,start
TX,Swisher County,county,4/6/20,Shelter in Place,start
MO,Scott County,county,4/4/20,Shelter in Place,start
CA,Amador County,county,3/20/20,Shelter in Place,start
LA,,state,3/13/20,Order Freezing Utility Shut Offs,start
ND,Wells,county,9/3/20,Non-Essential Businesses,start
IN,Lake,county,6/1/20,Phase 3,start
NY,Queens,county,7/6/20,Phase 3,start
MS,Rankin,county,7/13/20,Manufacturing,start
CA,Contra Costa County,county,3/17/20,Shelter in Place,start
ID,Ada,county,6/24/20,Phase 3,start
ND,Divide,county,9/3/20,Outdoor and Recreation,start
CA,,state,3/17/20,Order Freezing Utility Shut Offs,start
NE,Pierce,county,4/1/20,Shelter in Place,start
MS,Wayne,county,7/13/20,Outdoor and Recreation,start
GA,Bartow County,county,3/27/20,Shelter in Place,start
IL,Randolph,county,8/18/20,Entertainment,start
MS,Rankin,county,7/13/20,Outdoor and Recreation,start
TX,Polk County,county,3/27/20,Shelter in Place,start
TX,Goliad,county,7/3/20,Mask Requirement,start
CA,,state,3/18/20,Allow Expand Medicaid Telehealth Coverage,start
MI,Chippewa,county,7/31/20,Outdoor and Recreation,start
MI,Dickinson,county,7/31/20,Outdoor and Recreation,start
NY,,state,3/18/20,Childcare (K-12),start
AK,,state,3/18/20,Gyms,start
MS,,state,4/3/20,Non-Essential Businesses,start
MA,,state,4/20/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
DC,,state,3/17/20,Entertainment,start
PA,,state,3/13/20,Order Freezing Utility Shut Offs,start
NH,Carroll,county,6/15/20,Food and Drink,start
NE,Lancaster,county,9/14/20,Houses of Worship,start
ND,Nelson,county,9/3/20,Phase 5,start
IN,,state,5/1/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
ND,,state,3/20/20,Non-Essential Businesses,start
MI,Emmet,county,7/31/20,Outdoor and Recreation,start
KS,McPherson County,county,3/27/20,Shelter in Place,start
IL,Cook,county,3/21/20,Outdoor and Recreation,start
NY,Bronx,county,6/8/20,New Phase,start
OR,,state,3/16/20,Childcare (K-12),start
OH,,state,3/23/20,Shelter in Place,start
ME,Sagadahoc,county,5/11/20,Non-Essential Businesses,start
GA,Cobb County,county,3/25/20,Shelter in Place,start
OR,Baker,county,6/6/20,Houses of Worship,start
IL,Monroe,county,8/18/20,Non-Essential Businesses,start
NV,,state,3/17/20,Allow Audio Only Telehealth,start
HI,Honolulu,county,9/24/20,Entertainment,start
NE,Red Willow,county,4/3/20,Shelter in Place,start
VT,,state,3/23/20,Gyms,start
OH,Hamilton,county,7/8/20,Mask Requirement,start
UT,Carbon,county,9/11/20,Outdoor and Recreation,start
TX,Sabine County,county,3/31/20,Shelter in Place,start
CO,,state,7/16/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
TX,Navarro County,county,3/25/20,Shelter in Place,start
NC,,state,3/30/20,Shelter in Place,start
NY,,state,3/22/20,Shelter in Place,start
VA,,state,6/8/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
NE,Deuel,county,3/30/20,Shelter in Place,start
WY,,state,3/19/20,Non-Essential Businesses,start
NE,Dodge,county,3/25/20,Shelter in Place,start
NY,New York,county,6/8/20,Agriculture,start
FL,Alachua County,county,3/24/20,Shelter in Place,start
PA,Wayne County,county,3/27/20,Shelter in Place,start
NY,,state,3/16/20,Reopened ACA Enrollment Using a Special Enrollment Period,start
NH,Grafton,county,6/15/20,Food and Drink,start
MA,,state,3/16/20,Allow Audio Only Telehealth,start
MS,Rankin,county,7/13/20,Food and Drink,start
MI,Antrim,county,7/31/20,Entertainment,start
MS,,state,4/10/20,Allow Expand Medicaid Telehealth Coverage,start
TX,Jim Wells County,county,3/27/20,Shelter in Place,start
TX,Knox,county,7/3/20,Mask Requirement,start
ND,Cavalier,county,9/3/20,Outdoor and Recreation,start
TX,Denton County,county,3/25/20,Shelter in Place,start
NH,,state,3/16/20,Food and Drink,start
ND,Walsh,county,9/3/20,Phase 5,start
OH,Wood,county,7/10/20,Mask Requirement,start
NH,,state,5/1/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
CO,La Plata,county,9/25/20,Phase 1,start
MS,DeSoto,county,7/13/20,Food and Drink,start
MS,Jackson,county,7/13/20,Entertainment,start
MI,Grand Traverse,county,7/31/20,Outdoor and Recreation,start
MI,Benzie,county,7/31/20,Outdoor and Recreation,start
NE,Lancaster,county,10/31/20,Food and Drink,stop
SC,,state,5/4/20,Shelter in Place,stop
PA,Centre County,county,4/30/20,Shelter in Place,stop
TX,Ellis County,county,4/30/20,Shelter in Place,stop
NY,Allegany,county,6/30/20,Non-Essential Businesses,stop
TX,Bell County,county,3/23/20,Shelter in Place,start
WI,Dane,county,5/26/20,Entertainment,start
NY,,state,5/28/20,Shelter in Place,stop
NE,Cass,county,4/30/20,Shelter in Place,stop
SC,,state,4/20/20,Non-Essential Businesses,stop
IL,,state,5/29/20,Food and Drink,stop
NE,Polk,county,5/6/20,Shelter in Place,stop
MO,Jackson,county,5/31/20,Houses of Worship,stop
IL,,state,5/29/20,Shelter in Place,stop
MD,,state,5/29/20,Food and Drink,stop
TX,Taylor County,county,4/30/20,Shelter in Place,stop
MO,Platte County,county,4/23/20,Shelter in Place,stop
MS,Wayne,county,7/20/20,Non-Essential Businesses,stop
CO,Denver County,county,4/30/20,Shelter in Place,stop
MS,Lauderdale County,county,4/20/20,Shelter in Place,stop
TX,McLennan County,county,4/30/20,Shelter in Place,stop
VT,,state,5/22/20,Food and Drink,stop
MS,Wayne,county,7/20/20,Childcare (K-12),stop
NY,Allegany,county,6/30/20,Food and Drink,stop
NE,Nance,county,5/11/20,Shelter in Place,stop
MO,Bates County,county,4/24/20,Shelter in Place,stop
NM,,state,5/15/20,Non-Essential Businesses,stop
FL,,state,5/18/20,Non-Essential Businesses,stop
PA,Chester County,county,4/30/20,Shelter in Place,stop
GA,Fulton,county,4/30/20,Entertainment,stop
GA,Fulton,county,4/30/20,Food and Drink,stop
NE,Antelope,county,5/11/20,Shelter in Place,stop
FL,Broward County,county,3/27/20,Shelter in Place,stop
TX,Duval County,county,6/1/20,Shelter in Place,stop
TX,Tarrant County,county,4/30/20,Shelter in Place,stop
CT,,state,5/20/20,Food and Drink,stop
MS,Washington,county,7/20/20,Manufacturing,stop
NC,Guilford County,county,4/16/20,Shelter in Place,stop
ND,,state,3/13/20,State of Emergency,start
WI,,state,3/12/20,Allow Expand Medicaid Telehealth Coverage,start
AK,,state,4/2/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
ME,Sagadahoc,county,5/18/20,Food and Drink,start
HI,Honolulu,county,10/31/20,Outdoor and Recreation,stop
TX,Hopkins County,county,4/30/20,Shelter in Place,stop
TX,Bexar,county,6/4/20,Outdoor and Recreation,stop
NE,Hitchcock,county,5/11/20,Shelter in Place,stop
MT,,state,4/27/20,Non-Essential Businesses,stop
AK,,state,4/24/20,Shelter in Place,stop
NC,Clay County,county,4/24/20,Shelter in Place,stop
MO,Greene County,county,4/25/20,Shelter in Place,stop
MS,Madison,county,7/20/20,Childcare (K-12),stop
KS,Saline County,county,4/29/20,Shelter in Place,stop
NE,Adams,county,5/11/20,Shelter in Place,stop
WV,,state,5/4/20,Food and Drink,stop
CA,San Benito County,county,5/3/20,Shelter in Place,stop
MS,DeSoto,county,7/20/20,Day Care,stop
MS,Quitman,county,7/20/20,Non-Essential Businesses,stop
NJ,,state,6/15/20,Food and Drink,stop
TX,Gray County,county,4/8/20,Shelter in Place,stop
TX,Harris County,county,4/30/20,Shelter in Place,stop
MS,Sunflower,county,7/20/20,Food and Drink,stop
IN,,state,5/18/20,Non-Essential Businesses,stop
TN,Knox County,county,4/7/20,Shelter in Place,stop
TX,Robertson County,county,4/30/20,Shelter in Place,stop
TX,La Salle County,county,4/30/20,Shelter in Place,stop
MI,,state,3/24/20,Non-Essential Businesses,start
NE,York,county,5/6/20,Shelter in Place,stop
CA,Santa Clara County,county,5/31/20,Shelter in Place,stop
GA,Fulton,county,4/30/20,Manufacturing,stop
PA,Lehigh County,county,4/30/20,Shelter in Place,stop
CT,,state,6/17/20,Gyms,stop
HI,Honolulu,county,10/31/20,Entertainment,stop
AL,,state,5/11/20,Food and Drink,stop
VT,,state,5/15/20,Shelter in Place,stop
ME,,state,5/1/20,Non-Essential Businesses,stop
TX,Galveston County,county,4/30/20,Shelter in Place,stop
MS,Harrison,county,7/20/20,Manufacturing,stop
MO,Jackson,county,5/31/20,Non-Essential Businesses,stop
MT,,state,5/4/20,Food and Drink,stop
KS,,state,5/4/20,Food and Drink,stop
NE,Sheridan,county,3/30/20,Shelter in Place,start
OR,Benton,county,6/5/20,New Phase,start
KY,,state,5/20/20,Shelter in Place,stop
TX,Scurry County,county,4/28/20,Shelter in Place,stop
MS,Hinds,county,7/20/20,Houses of Worship,stop
ND,,state,5/1/20,Food and Drink,stop
MO,Gasconade County,county,4/16/20,Shelter in Place,stop
MS,Madison,county,7/20/20,Houses of Worship,stop
CA,San Mateo County,county,5/31/20,Shelter in Place,stop
PA,,state,5/8/20,Shelter in Place,stop
CA,Yuba County,county,5/3/20,Shelter in Place,stop
MS,Washington,county,7/20/20,Entertainment,stop
NE,Furnas,county,5/11/20,Shelter in Place,stop
SC,,state,5/18/20,Gyms,stop
MS,,state,5/7/20,Food and Drink,stop
TX,Live Oak County,county,4/30/20,Shelter in Place,stop
WY,,state,5/1/20,Gyms,stop
MS,Harrison,county,7/20/20,Food and Drink,stop
NC,Orange County,county,4/30/20,Shelter in Place,stop
KS,Chase County,county,4/27/20,Shelter in Place,stop
CA,Contra Costa County,county,5/31/20,Shelter in Place,stop
PA,Montgomery County,county,4/30/20,Shelter in Place,stop
WI,,state,5/13/20,Gyms,stop
TX,Dallas County,county,3/23/20,Shelter in Place,start
MA,,state,3/18/20,Suspended Elective Medical Dental Procedures,start
NE,Kearney,county,3/31/20,Shelter in Place,start
AZ,,state,3/16/20,Childcare (K-12),start
RI,,state,3/23/20,Entertainment,start
ND,Griggs,county,9/3/20,Childcare (K-12),start
NV,,state,5/15/20,Shelter in Place,stop
PA,,state,6/5/20,Food and Drink,stop
TX,Castro County,county,4/30/20,Shelter in Place,stop
MS,Sunflower,county,7/20/20,Non-Essential Businesses,stop
PA,,state,6/5/20,Non-Essential Businesses,stop
TX,Stonewall County,county,4/18/20,Shelter in Place,stop
NC,,state,5/8/20,Shelter in Place,stop
PA,Berks County,county,4/30/20,Shelter in Place,stop
PA,Luzerne County,county,4/30/20,Shelter in Place,stop
RI,,state,4/18/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
MS,Madison,county,7/13/20,Day Care,start
IL,Bond,county,8/18/20,Entertainment,start
MS,Madison,county,7/13/20,Houses of Worship,start
CO,Archuleta,county,9/25/20,Phase 1,start
ND,Wells,county,9/3/20,Childcare (K-12),start
TX,Kenedy County,county,3/31/20,Shelter in Place,start
CA,,state,3/4/20,State of Emergency,start
HI,,state,3/17/20,Stop Enforcement Of Evictions Overall Or Due To Covid Related Issues,start
WI,,state,3/25/20,Entertainment,start
TX,Young County,county,4/1/20,Shelter in Place,start
CA,,state,3/19/20,Entertainment,start
NE,Butler,county,3/28/20,Shelter in Place,start
PA,Lebanon,county,7/3/20,Phase 2,start
NY,Cattaraugus,county,6/16/20,Food and Drink,start
TN,Davidson County,county,3/23/20,Shelter in Place,start
NM,,state,3/19/20,Entertainment,start
AK,,state,3/11/20,State of Emergency,start
ND,Cavalier,county,9/3/20,Phase 5,start
NC,Gaston County,county,3/27/20,Shelter in Place,start
GA,,state,3/14/20,State of Emergency,start
SD,,state,4/28/20,Resumed Elective Medical Procedures,start
TX,Montague County,county,3/26/20,Shelter in Place,start
MS,Rankin,county,7/13/20,Houses of Worship,start
MD,,state,3/16/20,Entertainment,start
TX,Bexar,county,5/19/20,Childcare (K-12),start
ME,Knox,county,5/11/20,Non-Essential Businesses,start
NE,Loup,county,4/3/20,Shelter in Place,start
PA,Wyoming,county,6/12/20,Phase 2,start
AK,,state,4/24/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
KS,,state,3/18/20,Childcare (K-12),start
NE,Kimball,county,3/30/20,Shelter in Place,start
ID,,state,3/24/20,Childcare (K-12),start
TX,Montague,county,7/3/20,Mask Requirement,start
WI,Dane,county,5/26/20,Food and Drink,start
CO,Denver,county,6/17/20,Entertainment,start
TX,Chambers County,county,3/24/20,Shelter in Place,start
WV,,state,3/24/20,Non-Essential Businesses,start
AL,,state,3/22/20,Allow Audio Only Telehealth,start
WI,,state,3/25/20,Gyms,start
IL,LaSalle,county,6/26/20,Phase 4,start
NY,Cattaraugus,county,6/16/20,Phase 3,start
ME,Piscataquis,county,5/18/20,Food and Drink,start
OH,Allen,county,7/17/20,Mask Requirement,start
KS,Rooks County,county,3/28/20,Shelter in Place,start
MI,Roscommon,county,7/31/20,Outdoor and Recreation,start
MI,,state,3/16/20,Entertainment,start
NE,Cass,county,3/18/20,Shelter in Place,start
NY,Allegany,county,6/16/20,Phase 3,start
CA,Yolo County,county,3/19/20,Shelter in Place,start
CT,,state,3/23/20,Non-Essential Businesses,start
CA,Solano County,county,3/18/20,Shelter in Place,start
TX,Cameron County,county,3/25/20,Shelter in Place,start
HI,,state,3/25/20,Gyms,start
CA,Alameda,county,5/18/20,Childcare (K-12),start
PA,Cumberland County,county,3/30/20,Shelter in Place,start
HI,,state,4/16/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
MN,,state,3/17/20,Entertainment,start
LA,,state,3/17/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
TX,Franklin,county,7/3/20,Mask Requirement,start
ME,Hancock,county,5/11/20,Non-Essential Businesses,start
CA,Lake County,county,3/19/20,Shelter in Place,start
DE,,state,3/19/20,Entertainment,start
PA,Allegheny County,county,3/23/20,Shelter in Place,start
TN,,state,3/12/20,State of Emergency,start
NE,Lancaster,county,3/25/20,Shelter in Place,start
KS,,state,4/1/20,Allow Expand Medicaid Telehealth Coverage,start
MO,Jackson,county,5/11/20,Childcare (K-12),start
TX,Yoakum,county,7/3/20,Mask Requirement,start
ME,Androscoggin,county,6/17/20,Outdoor and Recreation,start
PA,Erie,county,6/26/20,Phase 2,start
ID,Adams,county,6/13/20,Mask Requirement,start
TX,,state,3/31/20,Non-Essential Businesses,start
VT,,state,3/25/20,Shelter in Place,start
ND,Divide,county,9/3/20,Food and Drink,start
MI,Antrim,county,7/31/20,Outdoor and Recreation,start
FL,Broward,county,5/18/20,Food and Drink,start
NE,Boyd,county,4/1/20,Shelter in Place,start
MI,Missaukee,county,7/31/20,Outdoor and Recreation,start
IL,St. Clair,county,8/18/20,Food and Drink,start
NY,Queens,county,6/8/20,Manufacturing,start
ND,Renville,county,9/3/20,Food and Drink,start
ME,Lincoln,county,5/18/20,Food and Drink,start
MO,Johnson County,county,4/1/20,Shelter in Place,start
OH,,state,3/17/20,Entertainment,start
TX,Cass County,county,4/2/20,Shelter in Place,start
MO,Vernon County,county,4/3/20,Shelter in Place,start
OR,,state,5/9/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
MA,,state,5/6/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
UT,Cache,county,8/1/20,Mask Requirement,start
IL,Madison,county,8/18/20,Food and Drink,start
NC,,state,6/26/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
NE,Washington,county,3/25/20,Shelter in Place,start
MO,Reynolds County,county,4/7/20,Shelter in Place,start
NE,Nemaha,county,4/3/20,Shelter in Place,start
ND,Cavalier,county,9/3/20,Non-Essential Businesses,start
PA,Washington County,county,3/28/20,Shelter in Place,start
ME,,state,3/18/20,Food and Drink,start
DC,,state,4/1/20,Shelter in Place,start
CO,Boulder County,county,3/26/20,Shelter in Place,start
AL,,state,4/30/20,Resumed Elective Medical Procedures,start
OR,,state,3/13/20,Allow Audio Only Telehealth,start
PA,,state,5/7/20,Stop Initiation Of Evictions Overall Or Due To Covid Related Issues,start
MI,,state,3/16/20,Food and Drink,start
MS,Madison,county,7/13/20,Manufacturing,start
RI,,state,3/30/20,Non-Essential Businesses,start
IL,,state,3/9/20,State of Emergency,start
ND,Mercer,county,9/3/20,Food and Drink,start
OH,,state,3/17/20,Childcare (K-12),start
KS,,state,3/30/20,Gyms,start
ND,,state,4/6/20,Nursing Homes,start
AZ,,state,3/20/20,Food and Drink,start
ID,Ada,county,6/24/20,Food and Drink,start
PA,Chester,county,6/26/20,Phase 2,start
IA,,state,4/27/20,Resumed Elective Medical Procedures,start
MI,Baraga,county,7/31/20,Outdoor and Recreation,start
ME,Cumberland,county,7/8/20,Mask Requirement,start
MO,,state,3/13/20,State of Emergency,start
NM,,state,3/23/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
MI,Montmorency,county,7/31/20,Entertainment,start
IL,St. Clair,county,8/18/20,Entertainment,start
TX,Pecos,county,7/3/20,Mask Requirement,start
ND,Cavalier,county,9/3/20,Childcare (K-12),start
CA,San Francisco,county,9/30/20,Phase 2,start
NE,Brown,county,4/1/20,Shelter in Place,start
DE,,state,1/1/20,Allow Audio Only Telehealth,start
NE,Hamilton,county,3/28/20,Shelter in Place,start
KS,Chase County,county,3/28/20,Shelter in Place,start
FL,Monroe County,county,3/30/20,Shelter in Place,start
WI,,state,3/25/20,Non-Essential Businesses,start
AR,,state,3/20/20,Gyms,start
VT,,state,4/17/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
MS,Montgomery,county,7/25/20,Phase 3,start
CO,Denver County,county,3/24/20,Shelter in Place,start
LA,,state,3/18/20,Suspended Elective Medical Dental Procedures,start
MT,,state,3/30/20,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start
MS,Holmes,county,7/25/20,Phase 3,start
UT,Washington,county,7/3/20,Phase 3,start
NE,Dawes,county,3/30/20,Shelter in Place,start
FL,,state,3/20/20,Entertainment,start
UT,,state,4/1/20,Nursing Homes,start
NE,Dawson,county,3/31/20,Shelter in Place,start
RI,,state,3/14/20,Reopened ACA Enrollment Using a Special Enrollment Period,start
TX,Coleman,county,7/3/20,Mask Requirement,start
ND,Traill,county,9/3/20,Outdoor and Recreation,start
HI,Honolulu,county,9/24/20,Mask Requirement,start
IN,Elkhart,county,7/16/20,Phase 4,start
NV,,state,3/21/20,Entertainment,start
KS,,state,3/16/20,Order Freezing Utility Shut Offs,start
IL,Bond,county,8/18/20,Non-Essential Businesses,start
KY,,state,5/11/20,Mandate Face Mask Use By All Individuals In Public Spaces,start
WV,,state,3/17/20,Allow Expand Medicaid Telehealth Coverage,start
WV,,state,3/16/20,Childcare (K-12),start
MN,,state,4/16/20,Allow Audio Only Telehealth,start
CO,Pitkin County,county,3/23/20,Shelter in Place,start
MI,Iron,county,7/31/20,Entertainment,start
TX,Matagorda County,county,4/2/20,Shelter in Place,start
HI,,state,6/10/20,Mandate Face Mask Use By All Individuals In Public Facing Businesses,start
OR,,state,3/25/20,Day Care,start
AZ,,state,3/25/20,Allow Audio Only Telehealth,start
ND,McIntosh,county,9/3/20,Phase 5,start
IL,Clinton,county,8/18/20,Non-Essential Businesses,start
MS,Sunflower,county,7/13/20,Outdoor and Recreation,start
MO,Jefferson County,county,3/24/20,Shelter in Place,start
MD,,state,3/23/20,Non-Essential Businesses,start
CA,Alameda,county,5/18/20,Personal Care,start
OR,Douglas,county,6/5/20,New Phase,start
ND,LaMoure,county,9/3/20,Food and Drink,start
PA,Forest County,county,3/31/20,Shelter in Place,start
ID,,state,3/13/20,State of Emergency,start
OH,,state,3/26/20,Day Care,start
TN,,state,3/19/20,Allow Audio Only Telehealth,start
GA,Carroll County,county,3/24/20,Shelter in Place,start
DC,,state,3/11/20,State of Emergency,start
ND,Wells,county,9/3/20,Outdoor and Recreation,start
PA,Centre County,county,3/28/20,Shelter in Place,start
NE,Keya Paha,county,4/1/20,Shelter in Place,start
ME,Kennebec,county,5/11/20,Non-Essential Businesses,start
TX,Stonewall County,county,3/28/20,Shelter in Place,start
TX,El Paso County,county,3/24/20,Shelter in Place,start
NE,Saunders,county,3/25/20,Shelter in Place,start
ND,Stark,county,9/3/20,Non-Essential Businesses,start
VA,,state,3/25/20,Suspended Elective Medical Dental Procedures,start
NM,,state,3/24/20,Shelter in Place,start
ND,,state,3/16/20,Childcare (K-12),start
IN,,state,3/20/20,Childcare (K-12),start
